equal_node_id_1,equal_node_id_2,link_id_input,link_id_target,input_wkt_srid_3857,target_wkt_srid_3857
76,77,68,5184,'SRID=3857;LINESTRING(968726.528896454 6752594.28811044,1001073.07516109 6682193.87293107)','SRID=3857;LINESTRING(1001073.07609346 6682193.87208601,968726.530752223 6752594.29025233)'
10,74,71,5867,'SRID=3857;LINESTRING(1440657.5150121 6902408.13750346,1547611.95307191 6777505.48102515)','SRID=3857;LINESTRING(1440657.51494817 6902408.13136763,1547611.95504015 6777505.46796832)'
45,74,72,5703,'SRID=3857;LINESTRING(1481189.68590011 6841961.82416014,1547611.95307191 6777505.48102515)','SRID=3857;LINESTRING(1481189.68916863 6841961.81899914,1547611.95504015 6777505.46796832)'
78,32,73,5770,'SRID=3857;LINESTRING(1296468.94491574 6539427.61427731,1238190.51326237 6621100.75314217)','SRID=3857;LINESTRING(1296468.94657434 6539427.6127237,1238190.5149899 6621100.74431915)'
79,80,74,5826,'SRID=3857;LINESTRING(1611011.82742101 6719847.69286396,1615035.32980171 6694803.16392564)','SRID=3857;LINESTRING(1615035.3314697 6694803.16439706,1611011.83309785 6719847.68958787)'
81,79,76,5574,'SRID=3857;LINESTRING(1606137.55939458 6780054.8775568,1611011.82742101 6719847.69286396)','SRID=3857;LINESTRING(1606137.70809325 6780055.55536624,1611011.83309785 6719847.68958787)'
81,79,76,5576,'SRID=3857;LINESTRING(1606137.55939458 6780054.8775568,1611011.82742101 6719847.69286396)','SRID=3857;LINESTRING(1611011.83309785 6719847.68958787,1606137.70809325 6780055.55536624)'
34,82,78,5736,'SRID=3857;LINESTRING(904208.405183638 7087358.78852429,906353.702336613 7088011.97809342)','SRID=3857;LINESTRING(904208.408179771 7087358.78865716,907013.079182869 7087926.84007293)'
83,84,79,5971,'SRID=3857;LINESTRING(1130592.19798883 7222515.52587547,1132937.88068625 7234721.59879749)','SRID=3857;LINESTRING(1132908.33184198 7234775.62270613,1130592.19720507 7222515.52453678)'
83,24,80,5840,'SRID=3857;LINESTRING(1130592.19798883 7222515.52587547,1082803.87999877 7225542.27493619)','SRID=3857;LINESTRING(1082803.88168965 7225542.27042393,1130592.19720507 7222515.52453678)'
85,86,81,5810,'SRID=3857;LINESTRING(783122.605419727 6836887.32820529,813550.425500548 6886798.63958507)','SRID=3857;LINESTRING(813550.431134638 6886798.62693932,783129.053976906 6836888.71584516)'
87,86,82,5889,'SRID=3857;LINESTRING(785953.983759508 6745433.35639174,813550.425500548 6886798.63958507)','SRID=3857;LINESTRING(785953.974444275 6745433.34209284,813550.431134638 6886798.62693932)'
90,86,83,5622,'SRID=3857;LINESTRING(839985.457988267 6794761.5124726,813550.425500548 6886798.63958507)','SRID=3857;LINESTRING(813550.431134638 6886798.62693932,839985.458818926 6794761.51149807)'
86,93,87,5732,'SRID=3857;LINESTRING(813550.425500548 6886798.63958507,810089.074839944 6937484.2800363)','SRID=3857;LINESTRING(810089.073150063 6937484.2797805,813550.431134638 6886798.62693932)'
94,86,88,5906,'SRID=3857;LINESTRING(924815.274647346 6862863.73785895,813550.425500548 6886798.63958507)','SRID=3857;LINESTRING(813550.431134638 6886798.62693932,924815.271083888 6862863.73594665)'
86,95,89,5654,'SRID=3857;LINESTRING(813550.425500548 6886798.63958507,878263.664996046 6850438.59987215)','SRID=3857;LINESTRING(813550.431134638 6886798.62693932,878263.666408371 6850438.59725766)'
86,96,90,5869,'SRID=3857;LINESTRING(813550.425500548 6886798.63958507,814619.33310524 6885395.36859831)','SRID=3857;LINESTRING(813550.431134638 6886798.62693932,814619.333520091 6885395.37003174)'
42,98,91,6071,'SRID=3857;LINESTRING(1356648.9481359 7135343.23805745,1359742.36722446 7189179.30213337)','SRID=3857;LINESTRING(1359742.36870932 7189179.29799991,1356648.94888171 7135343.23228711)'
99,100,92,5956,'SRID=3857;LINESTRING(778844.214994891 6338802.23619638,720764.739059662 6432859.70187708)','SRID=3857;LINESTRING(720764.740269715 6432859.69974223,778844.214883241 6338802.22915894)'
42,181,94,5800,'SRID=3857;LINESTRING(1356648.9481359 7135343.23805745,1562223.93610619 7077497.99914936)','SRID=3857;LINESTRING(1562223.93887528 7077498.00168367,1356648.94888171 7135343.23228711)'
42,101,95,5859,'SRID=3857;LINESTRING(1356648.9481359 7135343.23805745,1302370.44223821 7089562.79900337)','SRID=3857;LINESTRING(1302370.44331293 7089562.80255736,1356648.94888171 7135343.23228711)'
102,42,96,5773,'SRID=3857;LINESTRING(1265773.56720167 7094948.04461531,1356648.9481359 7135343.23805745)','SRID=3857;LINESTRING(1356648.94888171 7135343.23228711,1265773.5682128 7094948.04501903)'
