branch_id,v_id1,eq_no_id1,v_id2,eq_no_id2,wkt_srid_3857
128611,52296,no equal node id,75457,19,'SRID=3857;LINESTRING(1268881.65 6139489.33,1257237.50644294 6115514.51894375)'
129011,55319,no equal node id,55327,no equal node id,'SRID=3857;LINESTRING(812168.250000002 6702431.90999999,812372.510000001 6702031.9)'
129063,52301,no equal node id,56506,no equal node id,'SRID=3857;LINESTRING(825718.330000002 6736133.2,823989.14 6735648.43)'
129663,20444,356,55866,no equal node id,'SRID=3857;LINESTRING(691412.986607235 6439112.07728683,689161.900000001 6438515.37999999)'
129688,55982,no equal node id,55984,no equal node id,'SRID=3857;LINESTRING(1432140.73 6161861.65000001,1446952.66 6156129.62)'
129798,57820,no equal node id,75486,307,'SRID=3857;LINESTRING(1018778.5 6299698.00000001,1018705.37234699 6299218.199244)'
129972,53241,no equal node id,75488,142,'SRID=3857;LINESTRING(799737.68 6720753.21,799980.455920156 6719250.91402142)'
130681,56707,no equal node id,57359,no equal node id,'SRID=3857;LINESTRING(756586.170000001 6331698.77,756641.64 6331673.92)'
131183,18022,no equal node id,52617,no equal node id,'SRID=3857;LINESTRING(782764.802117743 6729812.52793499,782505.6 6732490.18)'
131480,52891,no equal node id,75556,232,'SRID=3857;LINESTRING(1122810.38 6151140.24,1122415.92851478 6151462.43408055)'
131614,57848,no equal node id,57854,no equal node id,'SRID=3857;LINESTRING(1012730.46 6324469.26999999,1010059.19 6327957.01)'
131621,55531,no equal node id,57435,no equal node id,'SRID=3857;LINESTRING(846303.610000001 6682745.77,846316.680000001 6682612.38999999)'
131843,53764,no equal node id,53783,no equal node id,'SRID=3857;LINESTRING(1398610.08 6635112.61,1398920.6 6635129.33)'
131861,52411,no equal node id,75520,387,'SRID=3857;LINESTRING(966333.2 6799554.44999999,994535.767060496 6834759.58060447)'
132008,52482,no equal node id,75475,351,'SRID=3857;LINESTRING(1306591.65 6249618.15999999,1280657.41382268 6234601.36689099)'
132083,17782,no equal node id,54023,no equal node id,'SRID=3857;LINESTRING(750431.633631541 6712557.48053074,750343.47 6712193.57)'
132765,20177,392,55341,no equal node id,'SRID=3857;LINESTRING(798823.624266612 6705839.44232237,798883.459999999 6705212.37999999)'
133361,54845,no equal node id,54846,no equal node id,'SRID=3857;LINESTRING(859595.010000001 6358024.11,859596.729999999 6357904.66000001)'
134277,52853,no equal node id,53608,no equal node id,'SRID=3857;LINESTRING(929342.86 7030045.13999999,929480.269999999 7030289.43999999)'
134427,19653,144,55342,no equal node id,'SRID=3857;LINESTRING(799212.171582295 6705242.51789493,798885.94 6705136.95999999)'
134475,16812,474,53595,475,'SRID=3857;LINESTRING(1018044.97222159 6955905.88115649,1017231.72 6954752.03)'
134657,52124,no equal node id,71228,no equal node id,'SRID=3857;LINESTRING(1371966.16 6655663.31,1372006.47 6655861.60000001)'
134658,71228,no equal node id,71233,no equal node id,'SRID=3857;LINESTRING(1372006.47 6655861.60000001,1372011.04 6655872.00999999)'
134659,71229,no equal node id,71233,no equal node id,'SRID=3857;LINESTRING(1372015.69999999 6655882.6,1372011.04 6655872.00999999)'
135014,52743,no equal node id,53747,no equal node id,'SRID=3857;LINESTRING(934808.25 6290187.69,926359.279999999 6281938.55)'
